image,path,set,width,height,x_com_norm,y_com_norm,dx,dy,d,lr_imbalance,tb_imbalance,q_tl,q_tr,q_bl,q_br,sym_lr,sym_tb,sym_rot180,sym_lr_diff,sym_tb_diff,sym_rot180_diff,neg_space_pct,neg_largest_region_pct,neg_largest_centroid_x_norm,neg_largest_centroid_y_norm,neg_method,neg_rule,qt_total_leaves,qt_blank_leaves,qt_blank_leaf_ratio,qt_largest_blank_leaf_area_pct,qt_largest_blank_leaf_depth,qt_largest_blank_rect_w_norm,qt_largest_blank_rect_h_norm,qt_largest_blank_rect_aspect,qt_largest_blank_rect_cx_norm,qt_largest_blank_rect_cy_norm,qt_blank_leaf_depth_mean,qt_blank_leaf_depth_std,qt_blank_leaf_depth_wmean,qt_blank_depth_entropy,qt_blank_depth_entropy_norm,qt_blank_depth_max,qt_max_depth,qt_min_size,qt_mask_method,qt_rule,qt_thr,qt_blank_percentile,rot_thirds_luma_mean,rot_intersections_luma_mean,rot_band_frac,rot_patch_frac,rot_thirds_sat_mean,rot_intersections_sat_mean,lines_edge_pct,lines_static_energy,lines_dynamic_energy,lines_dynamic_to_static,lines_edge_percentile,lines_angle_band_deg,detail_edge_density,detail_edge_percentile
ComfyUI_00095_.png,data\generated\ComfyUI_00095_.png,generated,512,512,0.4969424585611845,0.49244525799735434,-0.003057541438815481,-0.007554742002645665,0.008150011434139983,0.0019031145477319588,-0.014057748778599237,0.27671038941940873,0.2303184849698909,0.22233807193074961,0.2706331095520237,0.7376730628535726,0.6892827459335493,0.8588454317252665,0.10494445264339447,0.12430310249328613,0.05646918714046478,0.2500038146972656,0.03267669677734375,0.5112682042376838,0.5093780097186551,low_gradient,blank = grad_mag <= P25.0 (thr=0.003223),4078,39,0.009563511525257478,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.578125,0.546875,5.897435665130615,0.30338871479034424,5.686274528503418,0.8974271930848099,0.8974271930841625,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003223),0.0032232068479061127,25.0,0.4158654808998108,0.4614507555961609,0.03,0.06,0.16202840209007263,0.15156817436218262,0.20000076293945312,1417.5574951171875,434.16009521484375,0.30627335872249023,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00096_.png,data\generated\ComfyUI_00096_.png,generated,512,512,0.49917505331419476,0.4951200221928099,-0.000824946685805239,-0.004879977807190072,0.004949214122776329,-0.0018022945596060994,-0.017033569851996336,0.2553225549679927,0.25319422995800545,0.24557853699615878,0.2459046227621915,0.9536337129789184,0.9075703552036065,0.9044134771979212,0.024980688467621803,0.04979816824197769,0.05149899423122406,0.2500114440917969,0.08784866333007812,0.5805446732923705,0.6249503852479482,low_gradient,blank = grad_mag <= P25.0 (thr=0.002661),3766,5,0.0013276686139139671,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.7578125,0.8515625,6.0,0.0,6.0,-1.4380181575617953e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002661),0.0026607513427734375,25.0,0.5783146619796753,0.7707655429840088,0.03,0.06,0.19305814802646637,0.04163547232747078,0.20000076293945312,2144.80224609375,880.906982421875,0.41071711110995507,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00097_.png,data\generated\ComfyUI_00097_.png,generated,512,512,0.49712850184101615,0.4929580273762052,-0.002871498158983854,-0.007041972623794801,0.007604924727525125,-0.0036176245304318545,-0.016801335815596032,0.25488663189870414,0.2535140011131797,0.24692212802264046,0.2446771866216044,0.9330735813472112,0.9403709144305563,0.9131148636811222,0.0285787433385849,0.02546265535056591,0.03710146248340607,0.2502174377441406,0.04190826416015625,0.6274023828622792,0.3064468414345531,low_gradient,blank = grad_mag <= P25.0 (thr=0.002297),4096,5,0.001220703125,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.1484375,0.5078125,6.0,0.0,6.0,-1.4380181575617953e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002297),0.002296987920999527,25.0,0.4192121624946594,0.38463181257247925,0.03,0.06,0.28072023391723633,0.5924723744392395,0.20000076293945312,1502.2978515625,813.942626953125,0.5417984363760802,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00098_.png,data\generated\ComfyUI_00098_.png,generated,512,512,0.4976969885776029,0.5432804709162485,-0.0023030114223970832,0.04328047091624854,0.04334170075509182,-0.008333947671959052,0.14546504677857838,0.21536105531656208,0.2119063929400583,0.28880589016532704,0.28392663322396217,0.8982366062814664,0.5605447328258388,0.5477856194561195,0.026740282773971558,0.11547529697418213,0.11882799863815308,0.2500114440917969,0.16741180419921875,0.5018546365156314,0.4198358922834161,low_gradient,blank = grad_mag <= P25.0 (thr=0.002369),3571,137,0.038364603752450294,0.015625,3.0,0.125,0.125,0.9999999998437501,0.5625,0.4375,5.686131477355957,0.6249300241470337,4.420560836791992,1.9905610290744018,0.9952805145370215,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002369),0.002369221765547991,25.0,0.24577870965003967,0.20119480788707733,0.03,0.06,0.7722228765487671,0.9118566513061523,0.20000457763671875,1802.166259765625,757.743896484375,0.4204628137798542,80.0,15.0,0.20000457763671875,80.0
ComfyUI_00099_.png,data\generated\ComfyUI_00099_.png,generated,512,512,0.5016717648955574,0.4376139430960471,0.001671764895557426,-0.06238605690395288,0.06240845210297452,0.002367251857828634,-0.13266810588320782,0.28523105156945605,0.2811030580818466,0.21358534140486257,0.22008060565353355,0.9105528435727598,0.26296069899235563,0.25958208645287906,0.03525498881936073,0.2904990315437317,0.2918306887149811,0.2500572204589844,0.07532882690429688,0.4970529542462146,0.28822406172456577,low_gradient,blank = grad_mag <= P25.0 (thr=0.001714),3970,53,0.013350125944584382,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.484375,0.078125,5.9811320304870605,0.13605853915214539,5.9285712242126465,0.37123232663799055,0.3712323266377227,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001714),0.0017139948904514313,25.0,0.3918343186378479,0.30657488107681274,0.03,0.06,0.5193934440612793,0.6773164868354797,0.20000076293945312,1442.6290283203125,686.4671020507812,0.4758445092743579,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00100_.png,data\generated\ComfyUI_00100_.png,generated,512,512,0.49734012539781847,0.5452331153741106,-0.0026598746021815334,0.045233115374110566,0.04531125312046587,-0.003655338674521124,0.19080431439353776,0.20289755987154068,0.20170024796040467,0.2989301094657199,0.29647208270233477,0.9636813960199111,0.5362130570765709,0.533552371774553,0.015475249849259853,0.1976182460784912,0.19875195622444153,0.2500114440917969,0.1078948974609375,0.4996496197054872,0.33056019138470516,low_gradient,blank = grad_mag <= P25.0 (thr=0.003811),4096,60,0.0146484375,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9609375,0.9609375,6.0,0.0,6.0,-1.4425029546671358e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003811),0.0038106832653284073,25.0,0.3944584131240845,0.3634338676929474,0.03,0.06,0.7157658338546753,0.8167056441307068,0.20000076293945312,1493.422119140625,292.955078125,0.1961636126640581,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00101_.png,data\generated\ComfyUI_00101_.png,generated,512,512,0.49430356252186547,0.45543235075165966,-0.005696437478134531,-0.044567649248340335,0.04493022100396777,-0.01111703103133693,-0.07249345044744122,0.2686327018240651,0.26761404418264895,0.23692579290860985,0.22682748186766952,0.9271598444917586,0.18166342046740713,0.18147313138460142,0.026112766936421394,0.2933688461780548,0.29343706369400024,0.25,0.10319900512695312,0.5035534991498171,0.2807080227932207,low_gradient,blank = grad_mag <= P25.0 (thr=0.002994),4090,146,0.03569682151589242,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.609375,0.359375,5.986301422119141,0.11623673141002655,5.947368621826172,0.2974722489164044,0.2974722489161898,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002994),0.002993788570165634,25.0,0.3448942005634308,0.30587974190711975,0.03,0.06,0.6700888276100159,0.7587290406227112,0.20000076293945312,1157.097900390625,477.3113708496094,0.41250733467267436,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00102_.png,data\generated\ComfyUI_00102_.png,generated,512,512,0.49731386185403953,0.4947732586207237,-0.0026861381459604705,-0.005226741379276312,0.005876577540118329,-0.00512195527977996,-0.011767969353032625,0.25435310991569093,0.2515308959943685,0.24820788895774218,0.24590814759928464,0.9426905412574422,0.9227760900716746,0.9122292036938034,0.020109161734580994,0.027096889913082123,0.03079765848815441,0.2500419616699219,0.00205230712890625,0.4238898408457249,0.18512575511152415,low_gradient,blank = grad_mag <= P25.0 (thr=0.003505),4096,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003505),0.003504553809762001,25.0,0.2557874023914337,0.20122648775577545,0.03,0.06,0.34589293599128723,0.20354588329792023,0.20000076293945312,528.2618408203125,562.3990478515625,1.0646217545594316,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00103_.png,data\generated\ComfyUI_00103_.png,generated,512,512,0.49932703847427473,0.492802150448436,-0.0006729615257252686,-0.007197849551563995,0.0072292403046279,0.0005184771361044364,-0.022736489022995642,0.2549988500516917,0.25636937750391836,0.2447418944243683,0.24388984410824613,0.9694891650681947,0.8960374012215468,0.8935436649527985,0.013406755402684212,0.04568216949701309,0.04677794128656387,0.2500648498535156,0.06246185302734375,0.49553383985281546,0.5405319361106021,low_gradient,blank = grad_mag <= P25.0 (thr=0.002275),4090,19,0.004645476772616137,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9765625,0.6015625,6.0,0.0,6.0,-1.4415419267159915e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002275),0.0022745931055396795,25.0,0.39600110054016113,0.38681596517562866,0.03,0.06,0.6673329472541809,0.5870344638824463,0.20000076293945312,928.3377685546875,284.3656311035156,0.30631699014376657,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00104_.png,data\generated\ComfyUI_00104_.png,generated,512,512,0.4964600474453538,0.4773150136255267,-0.003539952554646175,-0.022684986374473304,0.02295952680041959,-0.004766588873299191,-0.07518766777345764,0.2687622206554964,0.2688315889935183,0.23362102530572484,0.22878516504526053,0.883408636432888,0.7903477055559469,0.7763078646397952,0.0358397401869297,0.06444631516933441,0.06876210868358612,0.25,0.0296173095703125,0.504299440929289,0.4925972940011592,low_gradient,blank = grad_mag <= P25.0 (thr=0.002226),3838,15,0.0039082855653986455,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9453125,0.8828125,6.0,0.0,6.0,-1.44122158406561e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002226),0.0022255193907767534,25.0,0.3291548490524292,0.4987637400627136,0.03,0.06,0.641788125038147,0.661368727684021,0.20000076293945312,1820.314208984375,479.5753173828125,0.26345743773969216,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00105_.png,data\generated\ComfyUI_00105_.png,generated,512,512,0.5005322252439557,0.44694841321598716,0.0005322252439556863,-0.05305158678401284,0.05305425641748218,0.002674709300299719,-0.18969160582669897,0.296134254183926,0.29871159898639066,0.20252844142289134,0.20262575566375918,0.946284014453106,0.5865004585276439,0.5853022319420338,0.023890137672424316,0.1839035600423813,0.18443647027015686,0.25,0.17155838012695312,0.5001584283903675,0.6233510505608921,low_gradient,blank = grad_mag <= P25.0 (thr=0.002262),3727,61,0.016367051247652267,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.6328125,0.8046875,6.0,0.0,6.0,-1.4425029546671358e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002262),0.002261647954583168,25.0,0.35021698474884033,0.21381281316280365,0.03,0.06,0.499184787273407,0.4882236123085022,0.20000076293945312,1144.084228515625,770.2481689453125,0.6732442854648273,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00106_.png,data\generated\ComfyUI_00106_.png,generated,512,512,0.49936807615065937,0.4799495431654604,-0.0006319238493406321,-0.0200504568345396,0.020060412434072764,0.0030938243772503887,-0.062456248676242,0.2647804984868773,0.2664476557666787,0.23367261923993257,0.23509924146422892,0.941263452654559,0.6647589361884765,0.6630953089634095,0.02925723046064377,0.16698674857616425,0.1678154170513153,0.2503662109375,0.01549530029296875,0.49619280065238797,0.010266648202855735,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),4087,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.0019607841968536377,25.0,0.47122257947921753,0.5342822074890137,0.03,0.06,0.3293893039226532,0.20528437197208405,0.20000076293945312,2881.05859375,546.8568115234375,0.18981106899660374,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00108_.png,data\generated\ComfyUI_00108_.png,generated,512,512,0.5325306812280559,0.5200344280595817,0.03253068122805591,0.020034428059581666,0.03820501968113539,0.14977391040113802,0.08406060637673111,0.1979314831287767,0.26003821368285773,0.2271815282343505,0.31484877495401503,0.6929161447620922,0.7381379755673114,0.5470376673329143,0.13685442507266998,0.11670094728469849,0.20186635851860046,0.2531929016113281,0.02574920654296875,0.1898336226851852,0.863550925925926,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),4093,1,0.0002443195699975568,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.2734375,0.0703125,6.0,0.0,6.0,-1.4203993117908133e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001961),0.0019607841968536377,25.0,0.4732634723186493,0.5604259371757507,0.03,0.06,0.6881618499755859,0.7627544403076172,0.20000076293945312,1616.89501953125,339.27886962890625,0.20983357950175852,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00109_.png,data\generated\ComfyUI_00109_.png,generated,512,512,0.5026794089821295,0.39948942919022923,0.002679408982129483,-0.10051057080977077,0.10054627828517305,0.008596899766972893,-0.31509579282209094,0.32708534286380553,0.33046252279108196,0.16861620725270804,0.1738359117143255,0.9440641764616694,0.3663146509129639,0.36399945041245374,0.027100548148155212,0.3070164918899536,0.3081381916999817,0.25,0.003482818603515625,0.2213513143483023,0.9272872740963856,low_gradient,blank = grad_mag <= P25.0 (thr=0.004622),4093,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.004622),0.0046219308860599995,25.0,0.4804209768772125,0.42158007621765137,0.03,0.06,0.6599640846252441,0.5665915012359619,0.20000076293945312,902.228271484375,538.575439453125,0.5969392186758612,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00110_.png,data\generated\ComfyUI_00110_.png,generated,512,512,0.5102053892668974,0.548404622966614,0.010205389266897402,0.048404622966613964,0.049468752709452425,0.046102502802753006,0.17834110104628834,0.18072688039942122,0.23010258272543327,0.29622186819920227,0.2929486686759432,0.7412022864240029,0.6346136569628658,0.5940888190027087,0.14128029346466064,0.19946810603141785,0.2215910255908966,0.2500762939453125,0.05622100830078125,0.6927942966311575,0.9045521144320804,low_gradient,blank = grad_mag <= P25.0 (thr=0.002005),4096,7,0.001708984375,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.7890625,0.9609375,6.0,0.0,6.0,-1.439299528163321e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002005),0.002005432965233922,25.0,0.5463436245918274,0.5422897338867188,0.03,0.06,0.5198465585708618,0.518039345741272,0.20000076293945312,651.6697387695312,177.56985473632812,0.27248442603593476,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00115_.png,data\generated\ComfyUI_00115_.png,generated,512,512,0.49050841480843643,0.4642370066456984,-0.009491585191563567,-0.03576299335430161,0.03700110651194812,-0.0009783728869800358,-0.0778438902556279,0.2797841216701536,0.2591378583422388,0.2207050647733364,0.2403729552142712,0.818096114202399,0.6072224355697032,0.5708787756007763,0.07770135998725891,0.16777734458446503,0.18330176174640656,0.2508125305175781,0.03028106689453125,0.5092604894967246,0.6915425603111615,low_gradient,blank = grad_mag <= P25.0 (thr=0.002297),4081,30,0.0073511394266111245,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.515625,0.703125,5.933333396911621,0.24944384396076202,5.777777671813965,0.7642045065057352,0.7642045065051839,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002297),0.002296987920999527,25.0,0.38291090726852417,0.3836725950241089,0.03,0.06,0.4666115939617157,0.37961697578430176,0.20000076293945312,1375.54052734375,199.68734741210938,0.14517009382214696,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00118_.png,data\generated\ComfyUI_00118_.png,generated,512,512,0.4993122036785187,0.5133437045829746,-0.0006877963214813043,0.013343704582974625,0.013361418928300289,-0.000639037901896848,0.04568181340065215,0.23778636793941307,0.2393727779530872,0.26253315101153535,0.2603077206269065,0.9369485394030055,0.7565288791904458,0.74303459459509,0.026796620339155197,0.10347425937652588,0.10920927673578262,0.2500801086425781,0.02205657958984375,0.9854860045183328,0.543540635268938,low_gradient,blank = grad_mag <= P25.0 (thr=0.002005),4066,2,0.0004918839153959665,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9921875,0.7578125,6.0,0.0,6.0,-1.4316113045541654e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002005),0.0020046387799084187,25.0,0.4284052848815918,0.4145050644874573,0.03,0.06,0.5166498422622681,0.5542188286781311,0.20000076293945312,1309.745849609375,335.1165466308594,0.25586379733766484,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00119_.png,data\generated\ComfyUI_00119_.png,generated,512,512,0.49969427310103903,0.4704558246932211,-0.0003057268989609674,-0.029544175306778886,0.02954575711492991,-0.0009215039427135128,-0.0870502778413595,0.27306216913255993,0.27046296978811984,0.2273986097802055,0.2290762782405234,0.9322448112716462,0.6790008323504512,0.6749912504062592,0.018737532198429108,0.08877153694629669,0.08988037705421448,0.2503204345703125,0.07210540771484375,0.6887861362223574,0.37187832719421227,low_gradient,blank = grad_mag <= P25.0 (thr=0.001714),4087,36,0.008808416931734769,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.5703125,0.5703125,6.0,0.0,6.0,-1.4421826120167546e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001714),0.0017140082782134414,25.0,0.23604895174503326,0.1927568018436432,0.03,0.06,0.6810116767883301,0.7050259709358215,0.20000076293945312,2152.45751953125,285.0930480957031,0.1324500230585106,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00120_.png,data\generated\ComfyUI_00120_.png,generated,512,512,0.5032639586530073,0.45946315738647675,0.003263958653007326,-0.04053684261352325,0.040668034562320515,0.010392685601785703,-0.13545691941240146,0.28227607778989294,0.28545240086992557,0.2125275794092142,0.21974399879182058,0.9033908918629873,0.658198578015405,0.6559239164976971,0.03797660022974014,0.13436058163642883,0.13525474071502686,0.25,0.08292770385742188,0.5011356318137908,0.41368434538732235,low_gradient,blank = grad_mag <= P25.0 (thr=0.006090),4015,167,0.04159402241594022,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.984375,0.609375,5.83832311630249,0.3681538999080658,5.564516067504883,0.9879565014890306,0.9879565014883178,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.006090),0.006090168841183186,25.0,0.34355321526527405,0.2896849811077118,0.03,0.06,0.5267271995544434,0.5701378583908081,0.20000076293945312,1794.245849609375,885.8748168945312,0.4937310107655858,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00121_.png,data\generated\ComfyUI_00121_.png,generated,512,512,0.49860283935434535,0.4982441800821018,-0.0013971606456546493,-0.0017558199178981937,0.002243871978044678,-0.01698833133000986,0.03355446345427828,0.24538663355333054,0.23783615209541334,0.26310749735990835,0.25366971699134777,0.9061111384764655,0.7839711074155729,0.768267653497958,0.04025847464799881,0.09263072907924652,0.09936419129371643,0.25,0.07366180419921875,0.7257149995145002,0.419078723783014,low_gradient,blank = grad_mag <= P25.0 (thr=0.002856),4024,48,0.011928429423459244,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.421875,0.546875,5.979166507720947,0.1428261399269104,5.921568393707275,0.39662777277549377,0.3966277727752076,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002856),0.0028564247768372297,25.0,0.4424614906311035,0.4485976994037628,0.03,0.06,0.3766174912452698,0.35731038451194763,0.20000076293945312,1706.53662109375,457.0067443847656,0.26779779509752555,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00122_.png,data\generated\ComfyUI_00122_.png,generated,512,512,0.5051825473426113,0.45584087052186917,0.0051825473426112545,-0.04415912947813083,0.04446220319805048,0.017494771111869305,-0.13394437409386584,0.2772143032127269,0.2897578346812813,0.21403827846272197,0.2189895181060369,0.9418557655273085,0.7249712057110422,0.7182613401063753,0.026440439745783806,0.12506626546382904,0.12811750173568726,0.25002288818359375,0.0685272216796875,0.49887720319110446,0.4932611533831552,low_gradient,blank = grad_mag <= P25.0 (thr=0.002496),4087,84,0.02055297284071446,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.5390625,0.6328125,6.0,0.0,6.0,-1.4425029546671358e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002496),0.0024956774432212114,25.0,0.4366796016693115,0.39235129952430725,0.03,0.06,0.44120240211486816,0.59642493724823,0.20003890991210938,819.0096435546875,249.36798095703125,0.30447502409333416,80.0,15.0,0.20003890991210938,80.0
ComfyUI_00123_.png,data\generated\ComfyUI_00123_.png,generated,512,512,0.4980119219092239,0.49018107833898983,-0.001988078090776113,-0.009818921661010171,0.010018167351371144,-0.003572335885741189,-0.04299735107309577,0.26173114317353263,0.2597675152254001,0.2400550076317228,0.23844631683172932,0.9666870132096727,0.7685910273786404,0.7623890959612529,0.014482825994491577,0.1006050854921341,0.10330137610435486,0.2502250671386719,0.0678863525390625,0.5265615561432344,0.6699409716368847,low_gradient,blank = grad_mag <= P25.0 (thr=0.001983),4024,12,0.002982107355864811,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.9453125,0.8359375,6.0,0.0,6.0,-1.4409012414152284e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.001983),0.001983177848160267,25.0,0.37582486867904663,0.29210641980171204,0.03,0.06,0.5068116784095764,0.5258231163024902,0.20000076293945312,1507.4412841796875,266.73138427734375,0.17694313342408094,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00126_.png,data\generated\ComfyUI_00126_.png,generated,512,512,0.49747575590478615,0.45516089872891546,-0.0025242440952138456,-0.044839101271084536,0.04491009698331542,0.003083687087867417,-0.10140663011510112,0.2610412302290814,0.28966211640194933,0.23741697358720518,0.2118796797817641,0.8581334893654206,0.529100718328726,0.5390863048234473,0.06695415824651718,0.22224177420139313,0.2175290584564209,0.2500152587890625,0.045490264892578125,0.46168419156184487,0.36229428721174006,low_gradient,blank = grad_mag <= P25.0 (thr=0.003281),4066,38,0.009345794392523364,0.000244140625,6.0,0.015625,0.015625,0.9999999987499999,0.5234375,0.8359375,6.0,0.0,6.0,-1.4421826120167548e-12,0.0,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003281),0.003281230805441737,25.0,0.46379023790359497,0.37924912571907043,0.03,0.06,0.5443399548530579,0.6580537557601929,0.20000839233398438,507.494384765625,463.17449951171875,0.9126692105499825,80.0,15.0,0.20000839233398438,80.0
ComfyUI_00127_.png,data\generated\ComfyUI_00127_.png,generated,512,512,0.501238716848316,0.49280565657477254,0.0012387168483160016,-0.007194343425227456,0.00730020525399221,0.005887340421650691,-0.01949503996915665,0.25303947022009415,0.2567080651713689,0.24401687497596525,0.2462356050394564,0.9433716650874394,0.873404712145058,0.8667188022121913,0.027384769171476364,0.06121993064880371,0.06445315480232239,0.25002288818359375,0.03216552734375,0.982816113466556,0.49448390432281786,low_gradient,blank = grad_mag <= P25.0 (thr=0.003893),3949,155,0.0392504431501646,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.984375,0.765625,5.761290550231934,0.4262949228286743,5.443609237670898,0.9908050748299516,0.9908050748292369,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003893),0.003892991691827774,25.0,0.45997604727745056,0.4390495717525482,0.03,0.06,0.3965873122215271,0.3620803654193878,0.20000076293945312,2007.930908203125,280.75048828125,0.13982079120993873,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00129_.png,data\generated\ComfyUI_00129_.png,generated,512,512,0.5000579812603555,0.4223577879830864,5.7981260355499664e-05,-0.07764221201691363,0.07764223366638752,0.0023260879579945094,-0.25767242780139676,0.3140235777990193,0.3148126175857034,0.1848134337699104,0.18635040787731819,0.9669712497322671,0.46762305225904977,0.4654932707279087,0.013290327042341232,0.21422135829925537,0.21507835388183594,0.2501029968261719,0.016208648681640625,0.49440217551188514,0.16539967124617558,low_gradient,blank = grad_mag <= P25.0 (thr=0.002835),4093,11,0.0026875152699731247,0.0009765625,5.0,0.03125,0.03125,0.999999999375,0.484375,0.171875,5.909090995788574,0.2874797582626343,5.714285850524902,0.8631205685637462,0.8631205685631235,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002835),0.0028349210042506456,25.0,0.35010063648223877,0.3222908675670624,0.03,0.06,0.48977211117744446,0.6241618394851685,0.20001220703125,993.992431640625,212.20147705078125,0.21348399675277127,80.0,15.0,0.20001220703125,80.0
ComfyUI_00130_.png,data\generated\ComfyUI_00130_.png,generated,512,512,0.5008210510695421,0.4894746707777706,0.0008210510695421114,-0.010525329222229374,0.010557304584746612,0.0066692692437517334,-0.03127873856782254,0.26070981820604083,0.2549295030401474,0.23595551514693458,0.24840508354400542,0.878189339140104,0.8476062835349645,0.8804171045118542,0.05667796730995178,0.07090812921524048,0.05564139783382416,0.25,0.11321258544921875,0.5027924725385807,0.5010650776669587,low_gradient,blank = grad_mag <= P25.0 (thr=0.003893),3925,190,0.048407643312101914,0.00390625,4.0,0.0625,0.0625,0.9999999996875,0.53125,0.59375,5.731578826904297,0.4548598825931549,5.3522725105285645,1.2020942555111622,0.7584370323990921,6.0,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.003893),0.0038929996080696583,25.0,0.5206494331359863,0.5127023458480835,0.03,0.06,0.2964920997619629,0.36314868927001953,0.20000076293945312,904.8231811523438,605.3609619140625,0.6690378568069073,80.0,15.0,0.20000076293945312,80.0
ComfyUI_00131_.png,data\generated\ComfyUI_00131_.png,generated,512,512,0.49881907925493,0.4965224917425932,-0.00118092074506998,-0.0034775082574067806,0.0036725519038495534,0.00736713769996373,-0.009232694957161053,0.2491082755613371,0.2555080878668122,0.24720812368954356,0.2481755288318759,0.7990625524492585,0.6577360426022376,0.6496115238550275,0.09386464953422546,0.1598830223083496,0.16367825865745544,0.25,0.017974853515625,0.5773809721190577,0.3901516407576401,low_gradient,blank = grad_mag <= P25.0 (thr=0.002705),4096,0,0.0,0.0,,,,,,,,,,,,,7,8,low_gradient,blank = grad_mag <= P25.0 (thr=0.002705),0.002705138409510255,25.0,0.4388757348060608,0.33957311511039734,0.03,0.06,0.4114167094230652,0.5054465532302856,0.20000457763671875,1626.2208251953125,971.4031982421875,0.5973378173407333,80.0,15.0,0.20000457763671875,80.0
